,pos,MOXI_strength_rep1,MOXI_strength_rep2,MOXI_strength_rep3
0,740,0.2108269838081591,0.1721090803868115,0.2015412940372338
1,849,0.0607266881615453,0.0691462073332039,0.0460975358330094
2,1101,0.1544080854683696,0.0763588310067989,0.0903600699151945
3,1359,0.5511186130990227,0.2450965654896284,0.266388576854022
4,1519,0.0645271610420572,0.0560025043331635,0.0759300185460032
5,1553,0.286899450835004,0.1607193266464106,0.2069976520793564
6,1823,0.0975620707984024,0.0807218766093391,0.1373836437272925
7,3193,1.3397346495641171,1.3388217836468268,1.129679687688404
8,3532,0.1069987805552988,0.1424101287074093,0.2055261456400745
9,3987,0.667310465857869,0.6240523399867808,0.5523768696453171
10,4585,0.2081075446473915,0.2289732149383772,0.218463515136367
11,5246,0.1527835273783924,0.0908088016648793,0.1108133441648016
12,5432,0.1163847901060081,0.1101572029327114,0.1285392205919396
13,5496,0.0659000617002122,0.0762272427720345,0.0969524874396676
14,5651,0.1144374278433923,0.1581895779793426,0.1484593448393411
15,6596,0.089874992030888,0.062374242686732,0.1198218336202414
16,7008,0.0409364048651754,0.1068506892907201,0.0832885050386766
17,7355,0.1423090987635336,0.1197711986744822,0.1275797406116527
18,7700,0.1352809897500124,0.0685338599184341,0.0985207073908034
19,8158,0.1307298578561173,0.0794177037689547,0.1059443152677115
20,8327,0.0577449180300426,0.0955586290309778,0.1514435919096373
21,8531,0.0886090549670585,0.057253040588477,0.0663329610293526
22,8774,0.3155701488413714,0.2071532503579216,0.2146331543056828
23,8954,0.3172564257809187,0.246493885744621,0.2324712424436152
24,9760,0.3216326170821023,0.2311096346228849,0.2317351110899519
25,10128,0.1251653798695814,0.0910332092146007,0.1165342396919453
26,10217,0.1045886598303809,0.4766322498192781,0.3131520773978959
27,10226,0.1518609952395156,0.2198329976550275,0.183823208056183
28,10715,0.4911230992334643,0.5233967455475481,0.4375602649849517
29,10726,0.1978588507564755,0.1683887389795466,0.1851404991990496
30,10761,0.4149599821493206,0.4745684350144978,0.4815693249502804
31,10804,1.2804696938162514,0.7476163514362084,0.9320954436096802
32,11265,0.0520718786675011,0.0762541651266661,0.0550885060562145
33,11581,0.2995237226969397,0.4212283363817857,0.4215803382677179
34,12677,0.9394441665624448,0.8598161324120714,0.7748133035675424
35,13491,0.0989747932819593,0.0736749199436272,0.0431687658998885
36,13762,0.1043563639382313,0.1025833598322827,0.0745764236928973
37,14365,0.3539162980140542,0.235037406000077,0.2717873285610932
38,14845,0.2448549028968721,0.2094825947679426,0.246195781792232
39,14879,0.1324301085271093,0.105872764903266,0.1181258992315592
40,15215,0.8733906706229062,0.7453341299007548,0.8361862761639061
41,15226,1.1402082932777766,0.7594394736570936,0.9609247290234796
42,16849,0.3412433116128506,0.2222474000433378,0.2097638477166967
43,17910,0.0931903760927275,0.125442657179674,0.1042033554501554
44,18095,0.1109897872919551,0.0801815526773852,0.1663952572110243
45,18187,0.0541902823797134,0.0539066381357753,0.0545684103993201
46,18264,0.0903862191840371,0.0623730686683394,0.0491031732042501
47,18716,0.1694306503671819,0.1976152147099209,0.0890984208974469
48,19079,0.1631774757733026,0.055213697614865,0.1062271249392527
49,20095,15.30499435700772,7.63326093449831,9.429642352356936
50,20104,4.426729048686811,2.858686297905591,3.131549619569723
51,20182,0.1258824648487038,0.1772496569588488,0.2872183339852547
52,20216,1.0125950734062834,0.9344875267838408,1.1876064533230295
53,21046,0.1247756737384664,0.077400853737478,0.1553466680786096
54,21184,0.0907790481318935,0.0781270419777657,0.0988551797167216
55,21540,0.2562430679100689,0.181889445682722,0.0907883164059635
56,21586,0.2406768115619548,0.1911596048563603,0.2476278574188184
57,21617,0.1210037915323456,0.1311357657877017,0.0913716055651486
58,21891,0.101062706490365,0.0582034709914409,0.1200314948709732
59,21906,0.1071668910241872,0.0780298074764034,0.0839707260585287
60,22592,0.0518911722318814,0.0649095774547797,0.0402469415765343
61,23092,0.0987412082313552,0.0548849186589652,0.0912774175488195
62,23141,0.4977215143817715,0.2859842557145313,0.4444322673294298
63,23368,0.3861207700559208,0.141654134704608,0.3090616068964871
64,23471,0.3099770610468444,0.2430458257785648,0.2984120266618795
65,23737,0.1926601645621335,0.0984347827563077,0.1206278438375341
66,24526,0.1771717994009294,0.0996855422562883,0.1754732643848398
67,24663,1.4004611083128276,1.226358619629191,0.8785953463949583
68,24945,0.445064754063776,0.2253222649701958,0.3122612075990456
69,25322,0.0916308093321192,0.0736678078299126,0.0759850308174989
70,25524,0.1761876943561384,0.2742337689540974,0.2249013165174149
71,25536,1.1260443111158804,0.7826997584168993,0.6346317441675622
72,25545,0.1481234928635242,0.2249740860308953,0.1506679099368173
73,25827,0.0761515947561608,0.0896372401218932,0.0471920549080657
74,26007,0.1045476734289923,0.1184739866158919,0.1010040119383208
75,26074,0.119947599162351,0.1435043371095019,0.0560922229488192
76,26325,0.1311443304347088,0.1219036255733445,0.1427225014141275
77,26378,0.0684757651227816,0.0609026628186746,0.0793913699444572
78,26545,0.0948050925692469,0.0971694821492233,0.1293314312800195
79,26932,0.1245356521691578,0.0823192335816458,0.0926966008702054
80,26981,0.1533146842565286,0.1218115060771155,0.108690210120012
81,27158,0.1366879900351552,0.1330717209838545,0.1140592909907541
82,27654,0.4850009793313394,0.4501949268054632,0.5299334315140545
83,27662,0.9743297787781432,0.8876557914616048,1.2564257324422932
84,28019,0.2268042361256328,0.1442378058046649,0.1384570901412419
85,28948,0.0635942470207693,0.0691102320595217,0.0908508458000955
