,pos,CIP_strength_rep1,CIP_strength_rep2,CIP_strength_rep3
0,1359,0.1537511811816251,0.0903668811461151,0.1772223858326915
1,1465,0.0500728369485747,0.0652565884875135,0.0594987991080542
2,1553,0.1747267847033466,0.1714005273760384,0.2644648452511768
3,1831,0.066892672922846,0.0446001868200174,0.0807272630486429
4,3193,0.7209539958601086,0.8663190897430886,1.1302153831089523
5,3987,0.1849855236193727,0.2973741685372602,0.309514476749174
6,6656,0.148894346548742,0.2607278483320938,0.087771233613263
7,8954,0.0971031458894984,0.1528419564682074,0.1140450745724327
8,10715,0.3851955203437747,0.4731606601103575,0.6216940898584031
9,10761,0.1155846896075987,0.1269422594090379,0.2431265175462194
10,10804,0.6934175747630931,0.696754514404708,1.0578348112334992
11,11581,0.095973475427833,0.135327131890641,0.0833753787984594
12,12677,0.4435785691908106,0.6793116337419693,0.6190842659165278
13,13491,0.0679888718762777,0.0842258456942819,0.0886640000175104
14,15226,0.7334517615786738,0.6359238574086938,1.0157676424749036
15,16849,0.1283776955062614,0.0628972006186003,0.0662314053295832
16,18716,0.108948446587013,0.1238638588028547,0.1521054065235382
17,20095,4.866813027059443,4.949588969490694,4.371265563602027
18,21540,0.1650533098962578,0.0739935885801821,0.151624980543747
19,21586,0.1171756514367505,0.10185394230298,0.1495322665893959
20,22915,0.0606713744143325,0.0815602497135209,0.0882669680437046
21,23141,0.2721503008520172,0.1437361021014414,0.2799690505462548
22,23392,0.1347632407550631,0.149908199294684,0.1773919284561309
23,23470,0.1544078068469585,0.1046966534285487,0.0884412541484944
24,23737,0.2139392564643309,0.2000790602491815,0.2444112823580972
25,24096,0.04697986440315,0.0669046382230666,0.0545243773274513
26,24560,1.2512753462205133,0.5634642086105828,1.8589567304693928
27,24663,0.3750032866948136,0.4446544184141516,0.5014891005727753
28,24865,0.1968151337872581,0.1359633488119258,0.2680176623978294
29,24923,0.0758249433037125,0.1013243398949179,0.1375983106853879
30,24945,0.086456672049846,0.0681308207239164,0.0905338823892354
31,25536,0.2527324789257623,0.3690494999239631,0.2513469806190822
32,25545,0.187997286323535,0.1386274559308362,0.1688851499588115
33,25972,0.0570582799033165,0.0426540461767368,0.0742052043333152
34,26325,0.1227834402389349,0.0899986081998384,0.1100438539470549
35,26545,0.0745138417798911,0.102250348846947,0.0683297810932421
36,27158,0.0905842693177318,0.0431218204720881,0.1362963888910614
37,27654,0.312503340446256,0.2261209451579848,0.2537049410239782
38,27662,0.1017087576479083,0.1117151303190817,0.0833305072768997
39,29003,0.1392692303956838,0.1649671092669249,0.1178959733090576
40,30069,0.2727579855353048,0.262060021995921,0.2655490798412001
41,31060,0.1038618612507302,0.0578537021181388,0.1556746730572291
42,31122,0.0905481743521894,0.1132144949243973,0.1740135655655614
43,31245,1.798716433673203,1.0881943560360765,1.5327485250440462
44,31839,0.1942192611456716,0.1320628987405729,0.1474479572510088
45,32768,0.0826560961174964,0.0755061212947305,0.086457713928759
46,32959,0.0791640178530252,0.1180757213027761,0.0697445687095323
47,33143,0.0660142334239803,0.0622800169964654,0.0429867470386684
48,35400,0.2281483700122875,0.1707392879407852,0.2659674511360654
49,38247,0.1475631647708686,0.2385534311218959,0.1328531593217656
50,38445,0.1944639976068043,0.0914223524853155,0.0890130303058889
51,38751,0.0926400513884024,0.0903320898736748,0.1301544577346066
52,38910,0.0837629285115981,0.0737141374958693,0.1107651662250303
53,39269,0.0626380983027875,0.0434841221767847,0.0615607778491964
54,41034,0.4766212718546495,0.3106233801789011,0.4197435744124056
55,41234,0.1361049804156167,0.1561814312381426,0.1176350233059937
56,42756,0.1303483470025632,0.1250430875002173,0.0892858407362873
57,43537,0.741685722441723,0.7237569436425059,0.7545819008631014
58,43639,0.2035715652085434,0.2608551550994458,0.3128591361206083
59,43736,0.4731081325707194,0.4106284522475465,0.785881671813708
60,44442,0.3982374639855213,0.2555144466202703,0.3711981478805084
61,44541,0.1909003620171081,0.1113649809291343,0.1644720712260801
62,44577,0.2506242341032421,0.1080055684857905,0.1032309072678396
63,46050,0.1488361121221588,0.1122150246812758,0.1002421927428205
64,46684,0.0502765330010119,0.0475206484821493,0.0542251260005473
65,47760,0.2900258708989129,0.2430355963374215,0.2798598158519247
66,48244,0.1091542163480043,0.044687476582976,0.0977808313533614
67,48303,0.1296483246379913,0.0757724897763156,0.1087061191466414
68,48498,0.1096134071913239,0.1193892385134822,0.1643494665760465
69,49343,0.2737951731195176,0.1725103160509888,0.3078440494564052
70,49374,0.0976932195393102,0.0846013796985913,0.1285753129394795
71,50651,0.0700074873076879,0.0676634265480646,0.064036043293865
72,50853,0.1668284138445426,0.1033293306250162,0.2285897048575902
73,50911,0.0995848623076582,0.0523074853373992,0.0989478235640697
74,51380,0.3024649625352749,0.2143582026469161,0.3571774703449076
75,53057,0.2044326102013818,0.2216158104604946,0.2723605162699454
76,53169,0.1779331941026516,0.0790670636723812,0.384721212750549
77,56205,0.0801360448477174,0.0612263179064724,0.0687224529282822
78,56744,0.1570556930222253,0.1442779838793298,0.1015286133872572
79,57615,0.0639874959666966,0.0460319921095144,0.0462658722819957
80,58231,0.0507127102921491,0.0672113784666746,0.0585941425301395
81,58559,0.1038462420918135,0.1539190482692817,0.0799533682590432
82,59833,0.1238369491037694,0.102626995388106,0.0746470378631167
83,59864,0.0905879271108047,0.07379624421275,0.1011801277737567
84,60222,0.1630319305365908,0.1829210466650517,0.1591253358872508
85,61211,0.5274525239166641,0.3732097012571366,0.4721707319691287
86,61895,0.0728850270529715,0.0413624525318139,0.0945664605646537
87,62133,0.0750731946339344,0.071851000423101,0.129034726223046
88,62427,0.0557499961983117,0.0955223130395559,0.0764109742310299
89,62781,0.0579580461942816,0.0644276141095945,0.1148138040244843
90,62924,0.1291195717250088,0.2380068807913675,0.1883425436274901
91,63249,0.0646199543848642,0.0817005074914165,0.055430022228974
92,63313,0.1094911563623821,0.1540395739472818,0.1232946258582692
93,64139,0.0915771967792004,0.0615783333817825,0.1310899400936502
94,64477,0.237718068985685,0.0678169963706107,0.3632322097420071
95,65036,0.2277201421609906,0.1569826326230741,0.3423524675556195
96,65495,0.7817401414416874,0.2968283879640665,1.110903232545637
97,65935,0.055072214741598,0.0722805721438109,0.0658901188952246
98,66478,0.2080160352839613,0.2657941821273617,0.3320414244088343
99,66656,1.076151138815538,0.6638398560365458,1.8040249030348696
100,66741,0.6333538863896953,0.6722925298027818,0.9651513600653652
101,66826,0.2242313295015025,0.238581871576561,0.1711075402345754
102,67124,0.0475520084365388,0.065626972281787,0.1186499648878141
103,67169,0.0719858108822044,0.1070167098051493,0.0722214182425431
104,67461,0.0450850078575078,0.070721395613081,0.0402677966477078
105,67868,0.6390197790115391,0.4590332488864526,1.0214523554281492
106,67889,1.6001922983138772,1.409537832634998,1.6943207192340042
107,67922,0.8127882035916079,0.758403769975915,0.93335403413088
108,68799,0.0480286189308216,0.0542266868792142,0.055589521821598
109,69983,1.8428002839512487,1.6259669452437608,1.5170770584902409
110,71992,0.0794764749419771,0.0644287849681821,0.0790668483056518
111,72402,0.0787833778681954,0.0773317879322861,0.1411603189449548
112,72539,0.0751813372952565,0.075361374053854,0.0584843274407702
113,73107,0.3175472071945979,0.2252124621435447,0.5023767143705138
114,74245,0.1435255235463735,0.1806120003582503,0.1272977425068657
115,74431,0.0961819897132481,0.0736810009333883,0.0856675269266564
116,75712,0.374971565563335,0.2869666348983293,0.4200233916159912
117,75736,0.1458146603723409,0.2473350708576407,0.1578182265007768
118,77034,0.0680112895504644,0.074562171314677,0.0722216852544945
119,77105,0.0436001321297132,0.0864097078958757,0.0563139242588219
120,77716,0.3735077537172346,0.3960382656065896,0.3681820560717859
121,80218,0.1780609950192517,0.1806647718695424,0.1457840902493832
122,81249,0.0687435909457389,0.0624738134048594,0.0995697057373279
123,83164,0.10739734488357,0.1014739075811997,0.1330300701945472
124,83346,0.0429258920075135,0.0818411114220459,0.0467991472480753
125,86288,0.0801054300360322,0.1114826071550194,0.1741870385346855
126,87162,0.0923341806069403,0.1007856384287846,0.0978830112804749
127,87815,0.212915761119632,0.2099022404282617,0.1998337581209818
128,92054,0.0599529248488164,0.0532194102550903,0.1197352362118526
129,92123,0.2047532792617296,0.2915131821941092,0.2467382589598958
130,92194,0.0923403810307974,0.1269580632171543,0.0668424655050303
131,92669,0.0863635245814362,0.0432904122652484,0.0654890146785682
132,92983,0.4074178963146677,0.1593827950002986,0.3005232104736082
133,93257,0.1926273599187367,0.2671126549822329,0.1669679797039145
134,93405,0.207464805124975,0.3105211543581432,0.1592155506476982
135,94239,0.4377625229765274,0.3333588985052622,0.5552985068929372
136,94784,0.5609569778152288,0.5549647043560901,0.6234156370933148
137,96097,0.0560432556508292,0.0910411078773643,0.0634242868593669
138,96168,0.0893355524364654,0.0808784260993802,0.043713596724668
139,96483,0.106778590788652,0.1382804355186992,0.2548114189929331
140,96601,0.0577008089509534,0.090338970227028,0.0676709750191755
141,96806,0.091779674654273,0.0828369112135252,0.1323341903759405
142,96840,0.1405412932024472,0.1751598427752507,0.1367726849225803
143,97137,0.2258113713059193,0.1965196319583195,0.3500032974148204
144,97206,0.1973962232965613,0.1490330531879196,0.2413764639225708
145,97419,0.233185906181959,0.2239590449846669,0.2295393121910164
146,97439,0.1087555286197721,0.097035446701135,0.0780284055930256
147,98473,0.0952835323973555,0.1270576112273911,0.0820405603275351
