pos,CIP
4619324,4.2600286911587
1050254,3.44525043630055
161414,3.23822044286776
3716696,3.10834339623048
2663792,2.93090776458126
290920,2.65213022539083
1599477,2.61733045575677
3887689,2.59012761412308
4512592,2.43756625376118
3414436,2.38302712284406
555593,2.27298579754127
3220359,2.23940962802052
1564652,2.01458855602566
3051308,1.98853090397124
4520189,1.95885694537544
4318465,1.91943093606737
1563684,1.79849251092484
1602979,1.76962740424144
2092380,1.74131234087352
3434665,1.73512858154069
4206477,1.72237350412713
3283341,1.65074673065038
3193907,1.56355174838273
3583904,1.50537047056419
1558363,1.503760596884
3293840,1.42334233663559
2532055,1.42161283144167
3373018,1.4201105978131
4205904,1.37890752393738
3397388,1.33680667829871
1261589,1.33137567148755
3644041,1.31884052121077
1938734,1.31029926340715
4293803,1.28001037735051
1386083,1.25550645651462
377088,1.25058758094616
1239715,1.24559666193233
3098093,1.24429777977168
3081547,1.23559218211438
24560,1.2245654284335
2336284,1.18545797138698
3400523,1.17965664522401
3976049,1.17653311405562
2411836,1.16233709792709
4013119,1.15911556889215
2689028,1.1484484963663
133897,1.13920710849159
2677553,1.13767298732412
3434747,1.12337727235753
759640,1.12260326151077
1587865,1.10453599926074
2274182,1.10012342927576
2503968,1.07128141603782
3388035,1.05140648179469
4492873,1.04713021092887
1596164,1.00817659071647
1763774,0.943177871249187
4570525,0.936554811030728
4029502,0.933099209135672
3829316,0.932664321440937
1561370,0.912675473613371
297855,0.900349893959327
3506022,0.868695557881255
253800,0.858008394406891
908504,0.855248959958858
837061,0.854648570464402
3082748,0.852771557013344
3392093,0.846357327327557
3358513,0.840655253999
2459388,0.839818369125462
1911479,0.819666078337119
4254628,0.815034516096344
1323638,0.808687353275219
4257131,0.797304439009288
1535085,0.79014923839906
389095,0.708884560598422
2154983,0.707992426292253
1951046,0.704981123751975
3283133,0.699841693995816
4603202,0.698029489550918
3738391,0.695237402740224
3929797,0.675406728785456
784531,0.656780409846
2601549,0.656299531544257
3480013,0.655547566880249
607385,0.64325685629285
4448490,0.643223918792528
1267109,0.636665244786422
4227585,0.628396634145717
3210312,0.627059907520881
839311,0.626884386740553
3144572,0.62055265708755
1070927,0.619883138948647
1375775,0.617241863226564
1705243,0.608103496931249
3568559,0.605833987219132
3781743,0.598097031269213
3815387,0.59649721652871
4106205,0.587784199113226
4197028,0.582390603083892
2690980,0.582212642477951
862111,0.580205654553893
2937321,0.57947527131284
2351881,0.567873543179159
3606092,0.566547627519191
3157978,0.564688005166328
3355474,0.564614607939039
1377452,0.5628818667587
127836,0.561430516974724
1374791,0.557320735148717
43736,0.556539418877325
822672,0.539968478430456
1891578,0.537340648885201
3309118,0.53348629666614
3958801,0.53174163222363
3395399,0.528047561766386
261862,0.525276900147911
3434849,0.513217673605477
354035,0.511654946765656
1032939,0.511062472467891
165937,0.510903812488778
214927,0.510688093507358
1145236,0.510321111831317
2612070,0.510121772739107
2951944,0.507985851717355
2569761,0.496836212056133
1998525,0.493867236636512
10715,0.493350090104178
3369744,0.489464913529509
2713705,0.487206106440356
616873,0.482935409367443
2676156,0.468693983154889
301491,0.465057367299402
542763,0.460525671534599
1547145,0.459179662815313
3676019,0.454894992481038
943773,0.452131518002066
3540989,0.451398614068041
4630413,0.448184530249398
4406756,0.44486563921137
3332632,0.443233047648685
3059506,0.436899415613301
1912483,0.430323612308713
3314844,0.430067020467553
2445582,0.428981761124971
4109597,0.427142739588011
3306219,0.42645878826214
3708385,0.41447241465955
3588457,0.412448277457999
4259813,0.406655167384575
4245087,0.405999436394131
1837925,0.404361846932559
41034,0.402329408815319
1738600,0.401421552445936
2770154,0.392169520657908
3462793,0.39143666894369
2605852,0.388869606589694
1361809,0.385048977230907
3573122,0.381837003464979
4206753,0.379831115623957
77716,0.379242691798537
1672466,0.377416306696448
342508,0.376965532231641
1177666,0.373881027295939
4238021,0.373751364981273
2357949,0.373664930338573
2533843,0.370936284405234
3756273,0.36285744162338
3389036,0.361922858280398
1465569,0.361666990524704
1561946,0.361496774138365
345319,0.361081227228222
2345364,0.359716372714627
2566591,0.358536257825872
3161979,0.356220993698539
4329995,0.355872518270174
692613,0.354332280197396
2570403,0.354326710276066
2031092,0.354154900388297
2721347,0.352675224413199
231977,0.352641660531045
162614,0.352404332832721
380278,0.350950179970193
718602,0.350718432304291
497826,0.350235645395781
2791139,0.347419411937903
1291145,0.346986989324722
3566326,0.34689507398666
208151,0.344732658831676
4079375,0.344575298229062
3376637,0.344052088256041
2879489,0.341625832057281
1950652,0.341087437840223
627522,0.340681830531867
188535,0.340313796441427
3503793,0.338219103433087
2661646,0.336736757075927
4334200,0.335421689000154
3232449,0.335397012751702
1072525,0.334095140304975
867707,0.332413506917243
4457027,0.332124352120322
3028600,0.331726772669304
695469,0.327195491076365
1001261,0.327076091381663
3046762,0.326452705899682
3312854,0.326435003404468
2071590,0.326223852688144
1974826,0.324431091464672
1916457,0.323869861307785
2297697,0.322802768031946
3771591,0.32210973504582
2144929,0.320968101504246
1971535,0.316741615080238
1054923,0.314256196330613
2609547,0.311174627489647
3420608,0.305282146633769
3957871,0.305077655270036
2080286,0.304540477730981
334066,0.304458202374901
2499276,0.303324987908544
3672739,0.303226535095676
479791,0.30316886703557
1196027,0.302818586735637
3637786,0.301514926082894
880293,0.29929545397163
2539784,0.297493933678034
3849389,0.297455018345081
127290,0.294475976407772
1013479,0.294442204678111
4601951,0.293126652821231
2565932,0.292223344085616
2002648,0.291705869758331
51380,0.2913335451757
1697102,0.290453220335772
3604068,0.290078590813949
1116979,0.287666159295663
1054563,0.287331613698633
1965613,0.287068310281727
181887,0.286947660055526
3151396,0.286782740580694
2572911,0.286214531855975
2649336,0.285748817436423
4307145,0.285680351353968
3646286,0.285588393149578
2720308,0.284608055507513
2088867,0.284100597612373
3082624,0.283760751093688
3331508,0.280770157691704
472228,0.280429335288645
2058468,0.277649952695405
1115675,0.275135169588426
4056998,0.273368044205657
3749047,0.272321187637349
4202364,0.271463409266615
1764011,0.270613081813378
1614478,0.27058902255953
2040745,0.265968596837138
3848320,0.265223548336753
4019405,0.264515752135353
2155952,0.264100751797765
2161776,0.2639675993022
1241834,0.263176307888697
2795994,0.262933417049515
2645898,0.262896544921979
2064524,0.262545042064445
3307233,0.262329856326412
1494979,0.262040233390186
515100,0.261233446413466
757799,0.260616760516506
4423911,0.259545171760947
4264983,0.256936362618832
2084891,0.254324559327911
1122117,0.254168446028838
2637226,0.253903116097226
438981,0.253806805516999
1585193,0.249553393136994
2013769,0.249015163537988
1557140,0.248185374638029
1546340,0.247887561449595
433735,0.246826797874995
905531,0.245486214238107
2033218,0.244437013478177
884455,0.241379462889211
3467348,0.241266328806251
2851988,0.240758829854782
3338298,0.240504577849616
3283366,0.239075902866975
2553527,0.238852196916564
522782,0.238844222326868
691137,0.238313212605776
1284155,0.238240855619876
1187325,0.237970258852768
1317862,0.237595687318555
3615401,0.237565587752444
1147979,0.237401414520544
1732391,0.236886986479144
3226511,0.235857728668707
3747186,0.235523932956943
3408406,0.235219711595817
3630116,0.235173294204985
413446,0.23512293932457
491171,0.234825146712716
952865,0.233469663343093
3049997,0.231628005684717
165573,0.231195400277682
1061287,0.230807519075259
1379892,0.229982864123479
4237876,0.227969256806369
1156462,0.227105462538989
2717095,0.226666684847878
841204,0.226597752637904
1972183,0.226155838258288
301086,0.22580141901007
1669164,0.22549799565905
4086056,0.223153119917305
3432985,0.222986377201634
1004857,0.222971018570902
3757109,0.222762832470487
2539904,0.222673564754449
3059862,0.222267382640826
3671263,0.222129948245269
35400,0.221618369696379
975617,0.221411704147292
2506492,0.220784885043164
23737,0.21947653302387
2435507,0.217820264549338
1635069,0.217565555125232
4180941,0.216640124862331
2395836,0.215974795850821
3280207,0.215606766997444
815192,0.215274518546796
2696598,0.21421762766249
4215916,0.213328100471916
912840,0.212563787945112
4239006,0.210976243100976
3125840,0.210548462285574
385692,0.209412125077817
919893,0.209165086345557
2061421,0.207720479257673
1373253,0.207558906276444
2614143,0.206828528803438
4260722,0.206730522714183
4158645,0.206264048626782
2660862,0.206007324380498
3728530,0.205754720562858
2981953,0.205144554457661
3763838,0.20509260071148
2443567,0.204912729492197
1439613,0.204835067299587
3135506,0.204611625115366
3682397,0.204367037850359
4162558,0.204314588366137
1364011,0.20422422552591
895144,0.203753290514398
2506943,0.20289545294457
2333761,0.202834580381015
1678437,0.201946163799461
2501543,0.201851319176486
3982875,0.201379147195748
1751498,0.200981168996094
539450,0.200152296184141
2960093,0.199094671988659
1609599,0.198913259616679
2721223,0.198347933509009
3672601,0.197743483651969
4631967,0.197627769613406
2506448,0.197389263870528
2590219,0.197386344684415
2943420,0.197346126746195
970462,0.196562962751536
3300946,0.196349421621593
3736554,0.195351971608449
2353808,0.194782636430684
2019913,0.193835115223954
2632877,0.192903164264158
4632528,0.192431107649625
2702282,0.192114997880038
1059854,0.191854510910536
3755134,0.191162759399051
4215115,0.190729548208459
2072071,0.189905881628754
305498,0.189884169696179
2125377,0.189211305539799
347861,0.188856228496936
4532653,0.188721450416546
269822,0.188311743764112
2719648,0.187978299491997
3144618,0.187835392926139
4076357,0.187750345942199
581071,0.187740429749472
3520206,0.187516904547158
2283699,0.187484258681517
1993559,0.187482068622113
3887310,0.187271264472979
1611761,0.186936027651128
701842,0.18675190384612
940425,0.185745255006631
650574,0.185734794827144
2520611,0.184630832990745
2506697,0.184527124766558
614103,0.183254856927157
240589,0.183154373409278
2755141,0.182829762931976
4228335,0.182793172474569
3681621,0.181921399393031
4569447,0.181827879758009
1131378,0.181648293440834
3722912,0.181503173879756
464056,0.1813482296296
2300138,0.181252929968447
1034723,0.181042883519178
502834,0.180839533077447
3661922,0.180055909384206
1938878,0.179788896917125
2182768,0.179620369687147
218040,0.178828810876983
1221385,0.178809480594326
3951212,0.178662352885786
3148217,0.178602273261385
440581,0.177847834167032
1061676,0.17782295565292
1636125,0.177246393681096
2134428,0.177063332535023
1318490,0.17661003113138
1321645,0.176527197204804
808177,0.176212355779175
3084473,0.173832482518469
3977253,0.173760263755569
3106162,0.17361736752054
628949,0.173312626650886
4273534,0.17312672724694
2810237,0.173063247462711
4057175,0.173048591208867
2395409,0.172659082379556
3002859,0.1722556074521
1548403,0.172150291851983
337589,0.171954130193788
3571126,0.17174991403654
3387564,0.171740898621507
3722796,0.170903151288823
4337831,0.170698421398119
3367899,0.170417654178639
4265792,0.170184716824266
1428083,0.169914723030156
598111,0.169826922230803
2635357,0.169294571071645
