pos,LEVO
4109572,6.42694379099043
2622434,5.69629846650284
759943,4.63115530877836
1043682,4.18937074251811
196091,3.86602243978123
2690857,3.79425171315007
521335,3.74281487759783
3331427,3.68547071656735
20104,3.66014684183381
3501087,3.53491730990322
2645269,3.51739698052128
1868869,3.26752034832648
1654993,3.15848700690407
1378230,3.15372435008879
67889,3.03593537324003
3025827,2.99761015740638
265813,2.93620412936896
4290487,2.84041280465061
2092265,2.64680888380775
3677140,2.63599964113417
258216,2.63458138261531
1759835,2.62476496934895
290942,2.31300135953463
1221340,2.29903282957522
4117784,2.29724514493521
2932466,2.27094111195188
3760874,2.16563456372918
4488303,2.13640689559079
3258721,2.13196559669118
4115197,2.03149520720885
2692308,1.99268138026326
2408469,1.97188263037707
2149788,1.96217599266256
2117527,1.94460014446881
24663,1.94279380976687
1593569,1.93572173626127
1235420,1.9294520834297
2595979,1.91840322176534
2292056,1.91180601362139
827237,1.90912384926318
2966757,1.89609607310566
4039950,1.89131460167295
4377563,1.85263500480863
2145263,1.80289374632053
2336609,1.79134102734352
1149994,1.76975688284495
4520167,1.76172132342868
1127257,1.75526818805815
2266298,1.74383155858344
3580515,1.73390237919671
436103,1.72697649565708
3151408,1.69944164581987
2569313,1.669252634595
3855250,1.66672124109838
4456519,1.66343740722429
425413,1.65300277129531
2873886,1.6469191172355
4294654,1.60457766741861
1080137,1.59412275686344
3993457,1.54420883408882
3844832,1.51910967657705
4633522,1.49368120309401
3039756,1.48568182114603
2644349,1.48293200193603
758801,1.47352484544693
2941520,1.45123842825595
2673470,1.44427015303831
3761152,1.44068236769807
3981701,1.42523007304042
2162603,1.42101274651306
1320456,1.41934082833977
1295371,1.41194541197543
300388,1.40076622037585
2422414,1.39109671833459
2398652,1.38745440987816
2509294,1.37478556850699
3083437,1.3684062906323
2907544,1.36775397882093
3541060,1.36604384400116
2497455,1.35181118679766
521475,1.34396880247347
3474224,1.32802669739206
476032,1.32193055501068
2449302,1.32038369795181
3456164,1.31541889160685
1990348,1.30450410427214
684792,1.30358837405983
2935272,1.29929924342302
389048,1.28771879030153
634304,1.27930491960648
4116108,1.27038555260872
1868948,1.2644642526109
3445717,1.26414885636158
4129972,1.25711909667979
2452743,1.2419886101003
255274,1.23986184053192
347786,1.23813972726261
2853207,1.22544320986844
3784204,1.22247806633861
2672603,1.21100257421472
3220929,1.20522231578853
2604785,1.20423688751948
1277591,1.20127839130045
2025975,1.19721801370599
1512925,1.18992902626429
4536115,1.18861414816963
10804,1.18670060789812
990756,1.18489646377985
2722976,1.1823676899398
4215017,1.17508844778727
3785850,1.16929482530243
3667184,1.16583024295344
4135065,1.1510741697028
4592142,1.14721345763298
12677,1.14131930762502
2889258,1.13941024286076
3441591,1.13418572924903
3915732,1.12998565550953
15226,1.12225121105246
2144443,1.12188654792353
2645740,1.12012518695534
3917772,1.11970405979106
4393087,1.11672098893998
488291,1.10854736075104
200419,1.10253543926593
3949558,1.10052053823666
2124570,1.0977978365006
924102,1.09321943782467
1569084,1.09316899805989
1593383,1.0925990546559
4015505,1.09184717550585
786300,1.07880170446665
1973333,1.07390460197934
1759346,1.06649728259942
2776660,1.0542651263026
3602641,1.05361720837904
4097217,1.05164968327826
43537,1.0513201147485
4322416,1.05034677667733
429911,1.04449836140653
1715362,1.03892956725389
1269635,1.03439925693506
446287,1.0295868661141
920751,1.02115478128528
3670032,1.02082386029445
1617530,1.02072039246729
2379137,1.01573379764702
157919,1.01366153998727
2056142,1.01303059846989
4528772,1.01261743554717
646295,1.00776298366174
1270170,1.00735641882037
4544447,1.00575660430857
2435919,1.00084999631105
3239136,0.993035069487705
2264281,0.986901517228527
1263793,0.986885125330954
1866123,0.981317933597878
3711119,0.978557635563205
3724587,0.973457238358455
2049607,0.973265668530092
2862666,0.957731822957495
2851458,0.956905982420061
1571649,0.953580780446028
4071688,0.948983922053133
1034484,0.947715741855011
1254007,0.947705017024122
70803,0.946623912618823
3036821,0.945721425745786
1629280,0.94506567629936
942808,0.935990969788733
323189,0.93463168976347
1392041,0.933886955845377
1659130,0.930167391718564
1232369,0.92540392280597
3232071,0.920328059866899
1561956,0.918776584862613
1070039,0.918519854116109
1783129,0.906473307801641
2076933,0.904007416086619
494021,0.900328016437571
3174064,0.898349953172116
378796,0.894354962416909
2138048,0.894297509085814
3997507,0.887268317653078
2140643,0.885150493650071
780820,0.884576413931622
1867234,0.884267640110677
1585886,0.883448303659364
2570268,0.880210721641112
2437502,0.878453039350648
2603620,0.877428263113594
2680167,0.875941051788051
632091,0.869528377894289
4456306,0.869353333190158
3459411,0.860733733607477
2672681,0.85295248531817
4364120,0.847795413876149
2812238,0.837323446228917
3760511,0.830175490446047
3591107,0.828754514251106
3151656,0.827831271406516
2084527,0.827418432575976
4455901,0.826626839539717
4081886,0.820532256881706
2945485,0.819300588107952
304750,0.818750319221222
2736277,0.815069902634875
901120,0.812029574277856
2916813,0.809043051335343
901429,0.802074585406273
3259993,0.796723890285349
4114385,0.79179190300507
1594528,0.785326252784062
3017382,0.785050718674566
2639596,0.78391395391462
778402,0.781177699569412
1992360,0.780174966495591
1113177,0.776276514795258
2909630,0.772807804873197
3677116,0.771007835234075
3987,0.770720178825625
781123,0.770464056721975
2793574,0.767136720409349
4106159,0.764573664434107
110807,0.761534612532577
2932860,0.759524598172467
2871797,0.755712514893781
1012941,0.754483605703669
4193239,0.754125068614775
3395040,0.748863682036062
1552624,0.747430989516665
2046364,0.746520875968405
4110161,0.74212381787402
508648,0.738889625978861
872288,0.73747752192218
1280271,0.737198316385132
4466527,0.736660924485325
4112236,0.735278878447256
3680033,0.733258245425762
1482329,0.730854577184411
2695143,0.730571330455761
4079061,0.727953225511242
2118191,0.724790724930217
1155859,0.723249124005894
2165531,0.721648087444473
1457152,0.721149216695296
113536,0.720575630373706
705842,0.720513562635449
1278483,0.720390526578556
2694434,0.717816835796318
2698907,0.717389770019737
10761,0.716739525191141
3734035,0.715142720852925
2399333,0.715114296597032
4275631,0.712464546792007
3444449,0.712452647952904
2287250,0.712123883118856
3573018,0.70784795423341
1024229,0.707476719096489
1760334,0.706191447934619
2116934,0.706166409410387
3240920,0.704344528861021
3574122,0.703402619211224
2370541,0.702167898712751
674584,0.700924746581467
4343225,0.700085117488324
2701501,0.696745546059072
1126293,0.695271116475772
148689,0.692809309039431
2072062,0.689777128291305
2399606,0.689224229834432
2964645,0.680651460278903
