pos,count_i_rep1,count_i+5_rep1,dif_mean_rep1,dif_min_max_rep1,count_i_rep2,count_i+5_rep2,dif_mean_rep2,dif_min_max_rep2,count_i_rep3,count_i+5_rep3,dif_mean_rep3,dif_min_max_rep3,frequency,avg_count_rep1,cleavage_percentage_rep1,strength_rep1,avg_count_rep2,cleavage_percentage_rep2,strength_rep2,avg_count_rep3,cleavage_percentage_rep3,strength_rep3,avg_strength
3193,1.7235019150354496,1.715286555907114,0.2414557559909438,0.2228090838115672,1.579749700272325,1.5483263428124523,0.1828876272863007,0.1580398366690987,1.4056287973617108,1.3631351032565953,0.1571361341833896,0.1245510940926357,3,1.719394235471282,0.1404307115899812,0.2414557559909438,1.5640380215423888,0.11693298037981492,0.1828876272863007,1.384381950309153,0.1135063442197428,0.1571361341833896,0.19382650582021135
3987,1.168288083834744,1.0682074612684809,0.1029258842980933,0.0132054928098659,1.2736344788431382,1.1795095713703343,0.1438104297031195,0.0472160214525045,1.241204992953748,1.2049774249188498,0.0419671368386453,0.009180780380334,3,1.1182477725516125,0.0920421098297719,0.1029258842980933,1.2265720251067362,0.11724580926310064,0.1438104297031195,1.223091208936299,0.03431235261280586,0.0419671368386453,0.09623448361328603
12677,1.4176942585365215,1.2839382913770232,0.3369524709323181,0.2217990133756477,1.817891072999944,1.7895268151233494,0.3460590560754131,0.3250082524539206,1.1474615762683564,1.2876217923853963,0.1266498031012468,0.0183956039387505,3,1.3508162749567725,0.24944359731163362,0.3369524709323181,1.8037089440616467,0.1918596995456189,0.3460590560754131,1.2175416843268763,0.10402091750252128,0.1266498031012468,0.26988711003632604
15226,1.4334500983680232,1.3622796860842268,0.1351403234997996,0.0874156685047429,1.235536356973988,1.2334727576799622,0.0963007911974505,0.0735242024474922,1.3094269353407095,1.2412663203411165,0.0782120666603958,0.0153427012470019,3,1.397864892226125,0.09667624120996858,0.1351403234997996,1.234504557326975,0.07800764333018492,0.0963007911974505,1.275346627840913,0.06132612495538115,0.0782120666603958,0.1032177271192153
20095,5.850427250587833,5.445458159989348,0.5675530237880082,0.1940227597422037,4.580141144960899,3.2539420119451057,1.1646873499614827,0.4534071157019483,1.3056129021648195,0.9103148781529798,0.2924288744588456,0.050146377903216,3,5.647942705288591,0.10048845276999108,0.5675530237880082,3.917041578453002,0.2973385210839311,1.1646873499614827,1.1079638901588997,0.2639335785725892,0.2924288744588456,0.6748897494027788
22915,1.118286883520049,1.1344146423507782,0.1330706565038769,0.1102375668598603,1.026708291543365,1.0430901703854645,0.0893349178068267,0.0571663859433946,1.331985320551662,1.2995176038353855,0.0623845453258671,0.03908161870049,3,1.1263507629354135,0.1181431760716154,0.1330706565038769,1.0348992309644147,0.08632233471038159,0.0893349178068267,1.3157514621935238,0.04741362416718442,0.0623845453258671,0.0949300398788569
30146,1.2712301502775831,1.2308051719329245,0.1361887246068081,0.0893693072632422,1.1769439111793454,1.1619509951133664,0.1153096901531591,0.1021278594372856,1.5001108242079026,1.427677876536012,0.0723034411326448,0.0171479670574707,3,1.2510176611052537,0.10886235170052481,0.1361887246068081,1.169447453146356,0.09860185666566083,0.1153096901531591,1.4638943503719575,0.049391160717488516,0.0723034411326448,0.10793395196420401
31245,1.4281775328374835,1.4709328476335632,0.1816031319546898,0.1416068884787467,1.3204237381028163,1.4035364542529214,0.1205874224604814,0.0487366232626189,1.4810534984412187,1.4843187843725385,0.0958811255246296,0.0660409540298334,3,1.4495551902355235,0.12528197144751899,0.1816031319546898,1.3619800961778687,0.0885383147660428,0.1205874224604814,1.4826861414068786,0.06466717590929308,0.09588112552462962,0.1326905599799336
41234,1.1236246144573732,1.1263136616610403,0.0987981957437249,0.0824564222954262,1.391103504184762,1.4247658685082207,0.1205779413170573,0.0681033478670838,0.9156791053069095,0.9401222847093528,0.0407815637284685,0.0206826902636058,3,1.1249691380592068,0.08782302767360466,0.09879819574372489,1.4079346863464912,0.0856417151209976,0.1205779413170573,0.9279006950081312,0.04395035368317202,0.0407815637284685,0.08671923359641691
43537,2.3100917969457764,2.5477667059011533,0.4985151169187549,0.3099639340236271,2.2507222808570737,2.361998356979133,0.4584259778899189,0.3459383012231698,1.85324309264858,1.877351885465754,0.1849993435587902,0.1394890143448419,3,2.428929251423465,0.20524069057449984,0.4985151169187549,2.3063603189181032,0.19876598384460722,0.45842597788991885,1.865297489057167,0.09917953819382448,0.1849993435587902,0.38064681278915463
